Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
Joshua Kitolano,Sparta R'dam,233,no NOR,MF,22.0,2001,27,18,1582,17.6,0,2,2,0,0,0,2,0,2.0,2.0,1.3,3.3,20,65,45,0.00,0.11,0.11,0.00,0.11,0.11,0.08,0.19,0.11,0.19,Matches,Netherlands,stats_standard,17.6,515,638,80.7,8185,2345,259,300,86.3,229,272,84.2,20,41,48.8,2,1.3,1.8,+0.7,20,52,15,4,65,Matches,0,24,5,20.8,1.37,0.28,0.00,0.00,18.3,0,0,0,0.08,-2.0,-2.0,Matches,831,41,173,453,220,33,831,31,12,38.7,14,45.2,411,2130,1032,20,26,3,25,14,508,45,Matches,40,2.28,32,0,3,3,2,0,3,0.17,2,0,0,0,1,0,Matches,638,607,28,9,2,1,14,4,0,0,0,0,515,3,9,Matches,,,,,,,,
Joshua McPake,St Johnstone,221,sct SCO,"MF,FW",22.0,2001,13,5,559,6.2,1,3,4,1,0,0,0,0,,,,,,,,0.16,0.48,0.64,0.16,0.64,,,,,,,Scotland,stats_standard,6.2,,,,,,,,,,,,,,,3,,,,,,,,,,1,18,5,27.8,2.90,0.81,0.06,0.20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,18,,,,,,,,,Matches,,,,,,Matches,Matches,
Joshua Nisbet,Ross County,247,au AUS,MF,25.0,1999,36,26,2266,25.2,3,2,5,3,0,0,0,0,,,,,,,,0.12,0.08,0.20,0.12,0.20,,,,,,,Scotland,stats_standard,25.2,,,,,,,,,,,,,,,2,,,,,,,,,,3,18,8,44.4,0.71,0.32,0.17,0.38,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,26,,,,,,,,,Matches,,,,,,Matches,Matches,
Joshua Rae,St Johnstone,275,sct SCO,GK,23.0,2000,14,13,1215,13.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Scotland,stats_standard,13.5,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,0.00,0.00,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,0,,,,,,,,,Matches,,,,,,Matches,Matches,
Joshua Zirkzee,Manchester Utd,573,nl NED,"FW,MF",23.0,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.10,0.41,0.31,0.41,Matches,England,stats_standard,15.6,292,410,71.2,3600,901,196,251,78.1,61,82,74.4,9,18,50.0,1,1.5,1.1,-0.5,12,26,6,0,44,Matches,3,28,11,39.3,1.80,0.71,0.11,0.27,13.1,0,0,0,0.17,-1.8,-1.8,Matches,587,16,71,303,219,56,587,35,11,31.4,24,68.6,327,1483,523,14,21,4,41,30,418,69,Matches,31,1.99,28,0,0,2,1,0,3,0.19,1,0,0,1,1,0,Matches,410,400,9,1,6,2,4,0,0,0,0,0,292,1,15,Matches,,,,,,,,
Josip Juranović,Union Berlin,199,hr CRO,"DF,MF",28.0,1995,17,13,1159,12.9,0,1,1,0,0,0,4,0,0.3,0.3,1.8,2.1,19,52,45,0.00,0.08,0.08,0.00,0.08,0.02,0.14,0.16,0.02,0.16,Matches,Germany,stats_standard,12.9,379,588,64.5,7589,3252,132,167,79.0,168,246,68.3,68,138,49.3,1,1.8,2.7,-0.8,27,34,22,12,52,Matches,0,6,2,33.3,0.47,0.16,0.00,0.00,24.8,1,0,0,0.05,-0.3,-0.3,Matches,709,41,212,287,222,7,709,24,11,45.8,8,33.3,307,1569,797,19,12,3,12,3,320,45,Matches,51,3.97,30,20,0,1,0,0,2,0.16,0,2,0,0,0,0,Matches,588,416,168,21,0,3,78,120,27,14,10,2,379,4,15,Matches,,,,,,,,
Josip Mitrović,Fortuna Sittard,318,hr CRO,"DF,MF",24.0,2000,26,9,931,10.3,2,0,2,2,0,0,1,0,1.4,1.4,1.4,2.8,17,25,51,0.19,0.00,0.19,0.19,0.19,0.14,0.14,0.27,0.14,0.27,Matches,Netherlands,stats_standard,10.3,236,330,71.5,3737,1402,125,150,83.3,80,116,69.0,20,42,47.6,0,1.4,1.6,-1.4,10,21,13,9,25,Matches,2,8,3,37.5,0.77,0.29,0.25,0.67,10.5,0,0,0,0.18,+0.6,+0.6,Matches,476,18,139,186,157,17,476,29,12,41.4,14,48.3,222,1206,549,17,12,3,26,12,249,51,Matches,21,2.03,15,3,0,2,1,0,1,0.10,1,0,0,0,0,0,Matches,330,261,69,8,0,4,31,57,4,2,1,0,236,0,8,Matches,,,,,,,,
Josip Stanišić,Bayern Munich,413,hr CRO,DF,24.0,2000,14,9,876,9.7,0,2,2,0,0,0,0,0,0.3,0.3,1.5,1.8,20,76,30,0.00,0.21,0.21,0.00,0.21,0.03,0.15,0.18,0.03,0.18,Matches,Germany,stats_standard,9.7,716,782,91.6,12338,3732,338,353,95.8,329,354,92.9,48,66,72.7,2,1.5,1.4,+0.5,14,77,12,2,76,Matches,0,2,0,0.0,0.21,0.00,0.00,,9.4,0,0,0,0.13,-0.3,-0.3,Matches,876,55,226,497,165,10,876,7,5,71.4,2,28.6,533,2691,1611,20,25,3,11,6,606,30,Matches,23,2.36,22,0,1,0,0,0,4,0.41,3,0,1,0,0,0,Matches,782,717,65,18,1,12,11,42,0,0,0,0,716,0,4,Matches,,,,,,,,
Josip Šutalo,Ajax,461,hr CRO,DF,24.0,2000,29,28,2450,27.2,2,0,2,2,0,0,3,0,0.7,0.7,0.5,1.2,26,138,3,0.07,0.00,0.07,0.07,0.07,0.03,0.02,0.04,0.03,0.04,Matches,Netherlands,stats_standard,27.2,2142,2297,93.3,37276,11554,873,903,96.7,1107,1152,96.1,133,194,68.6,0,0.5,1.3,-0.5,2,156,8,1,138,Matches,2,7,2,28.6,0.26,0.07,0.29,1.00,10.7,0,0,0,0.10,+1.3,+1.3,Matches,2607,250,1047,1496,79,13,2607,25,16,64.0,9,36.0,1776,9099,5151,26,20,1,19,11,1973,3,Matches,28,1.03,26,0,1,1,0,0,7,0.26,7,0,0,0,0,0,Matches,2297,2258,36,26,4,6,2,5,1,1,0,0,2142,3,6,Matches,,,,,,,,
Josue Reinatti,Newell's OB,649,ar ARG,GK,22.0,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Argentina,stats_standard,2.0,55,61,90.2,1449,953,5,5,100.0,36,37,97.3,14,19,73.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,66,59,66,0,0,0,66,0,0,,0,,48,237,192,0,0,0,0,0,36,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,61,54,7,1,0,0,0,0,0,0,0,0,55,0,0,Matches,,,,,,,,
Josué Casimir,Le Havre,108,fr FRA,"FW,MF",22.0,2001,27,23,1997,22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.30,0.15,0.30,Matches,France,stats_standard,22.2,410,597,68.7,6606,1453,225,263,85.6,145,212,68.4,34,75,45.3,4,3.4,2.2,+0.6,26,22,13,7,41,Matches,4,27,9,33.3,1.22,0.41,0.15,0.44,15.7,0,0,0,0.12,+0.7,+0.7,Matches,814,23,161,301,370,76,814,48,22,45.8,20,41.7,465,3306,1680,71,33,28,47,30,526,151,Matches,60,2.70,36,2,6,5,9,2,8,0.36,3,0,1,1,3,0,Matches,597,543,53,6,2,3,85,33,5,2,0,0,410,1,25,Matches,,,,,,,,
Josué Sá,Gil Vicente FC,475,pt POR,DF,32.0,1992,18,15,1290,14.3,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.6,11,47,3,0.07,0.00,0.07,0.07,0.07,0.04,0.00,0.04,0.04,0.04,Matches,Portugal,stats_standard,14.3,812,914,88.8,15583,4913,253,270,93.7,485,515,94.2,68,114,59.6,0,0.1,0.2,-0.1,2,47,2,0,47,Matches,1,5,2,40.0,0.35,0.14,0.20,0.50,10.0,0,0,0,0.11,+0.4,+0.4,Matches,1035,127,560,445,34,12,1035,6,3,50.0,3,50.0,678,3390,2153,11,7,0,7,2,775,3,Matches,6,0.42,5,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,914,870,40,38,0,6,1,2,0,0,0,0,812,4,3,Matches,,,,,,,,
José,Cruzeiro,246,br BRA,DF,19.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brazil,stats_standard,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,
José Aldo,Mirassol,7,br BRA,MF,26.0,1998,9,5,468,5.2,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,3,37,12,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches,Brazil,stats_standard,5.2,209,253,82.6,3508,1259,99,113,87.6,81,95,85.3,20,28,71.4,0,0.4,0.5,-0.4,7,17,3,0,37,Matches,0,6,1,16.7,1.15,0.19,0.00,0.00,20.2,0,0,0,0.04,-0.3,-0.3,Matches,320,18,75,192,58,6,320,10,5,50.0,5,50.0,174,654,305,3,2,0,6,4,206,12,Matches,16,3.08,12,0,3,0,0,1,1,0.19,1,0,0,0,0,0,Matches,253,245,6,4,1,2,0,1,0,0,0,0,209,2,3,Matches,,,,,,,,
José Andrés Martínez,Corinthians,20,ve VEN,MF,30.0,1994,8,4,431,4.8,0,1,1,0,0,0,4,0,0.1,0.1,0.6,0.7,6,18,23,0.00,0.21,0.21,0.00,0.21,0.03,0.13,0.16,0.03,0.16,Matches,Brazil,stats_standard,4.8,155,197,78.7,2871,834,68,81,84.0,67,77,87.0,15,24,62.5,1,0.6,0.6,+0.4,4,21,4,2,18,Matches,0,3,0,0.0,0.63,0.00,0.00,,26.0,0,0,0,0.05,-0.1,-0.1,Matches,244,3,32,149,65,2,244,8,1,12.5,5,62.5,150,764,347,6,4,0,11,3,180,23,Matches,7,1.47,7,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,197,189,7,4,0,4,19,3,0,0,0,0,155,1,7,Matches,,,,,,,,
José Arnaiz,Osasuna,46,es ESP,"FW,MF",29.0,1995,15,1,133,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,6,4,20,0.00,0.00,0.00,0.00,0.00,0.22,0.10,0.32,0.22,0.32,Matches,Spain,stats_standard,1.5,52,77,67.5,720,249,32,36,88.9,8,15,53.3,6,15,40.0,0,0.1,0.4,-0.1,3,2,4,3,4,Matches,0,6,3,50.0,4.06,2.03,0.00,0.00,23.1,2,0,0,0.05,-0.3,-0.3,Matches,117,4,17,44,58,11,117,5,1,20.0,2,40.0,55,296,171,6,2,3,5,5,59,20,Matches,9,6.04,6,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,77,66,11,3,0,1,18,1,7,5,1,0,52,0,6,Matches,,,,,,,,
José Bica,Vitória,67,pt POR,"FW,MF",21.0,2003,4,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.69,0.20,0.89,0.69,0.89,Matches,Portugal,stats_standard,0.3,2,3,66.7,20,4,2,2,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,0,2,1,50.0,7.20,3.60,0.00,0.00,14.3,0,0,0,0.10,-0.2,-0.2,Matches,6,0,0,1,5,4,6,0,0,,0,,3,4,0,0,0,0,1,0,3,2,Matches,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,,,,,,,,
José Campaña,Las Palmas,108,es ESP,MF,31.0,1993,25,15,1189,13.2,0,3,3,0,0,0,5,0,0.1,0.1,0.9,1.1,11,87,15,0.00,0.23,0.23,0.00,0.23,0.01,0.07,0.08,0.01,0.08,Matches,Spain,stats_standard,13.2,703,834,84.3,12424,4339,316,346,91.3,283,324,87.3,81,124,65.3,3,0.9,1.0,+2.1,14,72,12,4,87,Matches,0,5,3,60.0,0.38,0.23,0.00,0.00,37.0,2,0,0,0.02,-0.1,-0.1,Matches,946,40,224,577,153,5,946,18,8,44.4,8,44.4,478,2164,988,11,12,1,17,15,605,15,Matches,39,2.95,34,5,0,0,0,0,4,0.30,4,0,0,0,0,0,Matches,834,749,82,55,4,12,34,4,23,9,10,0,703,3,8,Matches,,,,,,,,
José Carlos González,Las Palmas,117,es ESP,DF,18.0,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,0.1,8,9,88.9,92,22,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,9,0,1,5,3,0,9,0,0,,0,,4,17,8,0,0,0,0,0,7,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches,,,,,,,,
José Enrique Angulo,Unión,232,ec ECU,FW,30.0,1995,2,0,57,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,1,5,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.80,0.80,Matches,Argentina,stats_standard,0.6,2,5,40.0,33,2,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0,2,1,50.0,3.16,1.58,0.00,0.00,19.7,0,0,0,0.25,-0.5,-0.5,Matches,16,3,4,5,7,2,16,2,1,50.0,1,50.0,11,34,5,0,1,0,3,3,12,5,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,,,,,,,,
José Fonte,Casa Pia,187,pt POR,DF,40.0,1983,25,24,2024,22.5,0,0,0,0,0,0,5,1,0.9,0.9,0.1,1.0,4,32,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,Portugal,stats_standard,22.5,804,908,88.5,15172,4897,279,298,93.6,433,465,93.1,79,122,64.8,0,0.1,0.2,-0.1,1,22,0,0,32,Matches,0,10,4,40.0,0.44,0.18,0.00,0.00,11.7,0,0,0,0.09,-0.9,-0.9,Matches,1163,183,678,458,35,21,1163,5,2,40.0,2,40.0,609,2819,1266,4,3,1,14,1,688,4,Matches,13,0.58,9,1,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,908,857,50,38,0,2,1,1,0,0,0,0,804,1,3,Matches,,,,,,,,
José Fontán,Arouca,186,es ESP,DF,24.0,2000,29,29,2589,28.8,1,0,1,1,0,0,10,0,1.1,1.1,0.1,1.1,9,75,3,0.03,0.00,0.03,0.03,0.03,0.04,0.00,0.04,0.04,0.04,Matches,Portugal,stats_standard,28.8,1542,1757,87.8,29758,11416,501,534,93.8,872,933,93.5,154,258,59.7,0,0.1,0.2,-0.1,3,71,1,0,75,Matches,1,7,1,14.3,0.24,0.03,0.14,1.00,12.7,0,0,0,0.15,-0.1,-0.1,Matches,2055,276,1158,873,32,12,2055,4,3,75.0,0,0.0,1194,5616,3183,9,9,0,7,0,1456,3,Matches,17,0.59,15,0,0,0,2,0,1,0.03,0,0,0,0,1,0,Matches,1757,1693,58,51,1,10,3,2,0,0,0,0,1542,6,9,Matches,,,,,,,,
José Gomes,Nacional,210,pt POR,DF,28.0,1996,28,27,2344,26.0,3,1,4,3,0,0,3,0,1.5,1.5,1.8,3.3,32,65,110,0.12,0.04,0.15,0.12,0.15,0.06,0.07,0.13,0.06,0.13,Matches,Portugal,stats_standard,26.0,638,962,66.3,11157,4789,297,361,82.3,278,404,68.8,56,143,39.2,1,1.8,1.8,-0.8,25,44,24,14,65,Matches,3,23,8,34.8,0.88,0.31,0.13,0.38,18.1,0,0,0,0.07,+1.5,+1.5,Matches,1278,101,503,456,326,41,1278,33,12,36.4,21,63.6,468,2311,1213,32,23,8,35,14,594,110,Matches,44,1.69,37,4,0,3,0,0,2,0.08,1,0,0,1,0,0,Matches,962,732,227,11,1,4,89,216,0,0,0,0,638,3,37,Matches,,,,,,,,
José Gragera,Espanyol,235,es ESP,MF,23.0,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,Spain,stats_standard,6.3,190,217,87.6,3436,848,74,87,85.1,101,106,95.3,12,17,70.6,0,0.0,0.1,0.0,1,14,0,0,14,Matches,0,2,0,0.0,0.32,0.00,0.00,,20.3,0,0,0,0.02,0.0,0.0,Matches,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3,Matches,7,1.11,4,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2,Matches,,,,,,,,
José Herrera,Arg Juniors,357,ar ARG,"FW,MF",20.0,2005,15,12,941,10.5,3,2,5,3,0,0,2,0,2.1,2.1,1.6,3.7,36,29,90,0.29,0.19,0.48,0.29,0.48,0.20,0.16,0.36,0.20,0.36,Matches,Argentina,stats_standard,10.5,270,373,72.4,4166,836,148,178,83.1,96,118,81.4,16,33,48.5,2,1.6,1.3,+0.4,13,19,12,2,29,Matches,3,30,11,36.7,2.87,1.05,0.10,0.27,20.0,2,0,0,0.07,+0.9,+0.9,Matches,534,8,47,230,267,51,534,30,11,36.7,19,63.3,302,1772,915,36,25,13,27,21,390,90,Matches,31,2.97,21,0,3,2,5,0,5,0.48,4,0,1,0,0,0,Matches,373,370,1,0,0,4,32,1,0,0,0,0,270,2,23,Matches,,,,,,,,
José Hurtado,RB Bragantino,224,ec ECU,DF,23.0,2001,11,11,854,9.5,0,0,0,0,0,0,2,1,0.3,0.3,0.3,0.7,20,31,23,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,Brazil,stats_standard,9.5,327,412,79.4,5727,2051,138,158,87.3,153,179,85.5,28,55,50.9,0,0.3,0.6,-0.3,3,31,5,3,31,Matches,0,8,1,12.5,0.84,0.11,0.00,0.00,21.0,0,0,0,0.04,-0.3,-0.3,Matches,514,27,167,228,122,9,514,14,11,78.6,2,14.3,252,1367,751,20,10,3,9,4,285,23,Matches,14,1.48,7,1,2,4,0,0,0,0.00,0,0,0,0,0,0,Matches,412,346,65,10,0,3,29,55,0,0,0,0,327,1,8,Matches,,,,,,,,
José Luis García Vayá,Valencia,577,es ESP,MF,25.0,1998,34,18,1742,19.4,2,2,4,0,2,2,8,1,2.1,0.5,2.1,2.6,13,142,19,0.10,0.10,0.21,0.00,0.10,0.11,0.11,0.22,0.03,0.14,Matches,Spain,stats_standard,19.4,970,1237,78.4,18326,6217,418,464,90.1,394,472,83.5,135,247,54.7,2,2.1,2.6,-0.1,32,163,6,3,142,Matches,2,12,4,33.3,0.62,0.21,0.00,0.00,25.8,1,2,2,0.04,-0.1,-0.5,Matches,1406,61,291,827,307,12,1404,13,8,61.5,3,23.1,645,2536,1295,13,16,1,16,11,857,19,Matches,53,2.74,29,21,1,1,1,0,3,0.15,3,0,0,0,0,0,Matches,1237,1086,143,70,4,25,109,0,72,22,36,3,970,8,12,Matches,,,,,,,,
José Luis Gayà,Valencia,325,es ESP,DF,29.0,1995,23,22,1803,20.0,0,1,1,0,0,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.00,0.05,0.05,0.00,0.05,0.05,0.13,0.18,0.05,0.18,Matches,Spain,stats_standard,20.0,775,996,77.8,13655,4068,355,396,89.6,339,404,83.9,73,153,47.7,1,2.6,3.2,-1.6,24,44,31,23,59,Matches,0,12,4,33.3,0.60,0.20,0.00,0.00,19.3,0,0,0,0.09,-1.0,-1.0,Matches,1202,51,346,500,362,18,1202,20,7,35.0,11,55.0,555,2520,1236,29,27,4,16,4,678,156,Matches,39,1.95,35,1,2,1,0,0,5,0.25,4,0,1,0,0,0,Matches,996,823,170,13,1,5,84,157,0,0,0,0,775,3,20,Matches,,,,,,,,
José Luis Palomino,Cagliari,335,ar ARG,DF,34.0,1990,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04,Matches,Italy,stats_standard,12.0,508,586,86.7,9656,3667,172,187,92.0,277,299,92.6,49,77,63.6,0,0.0,0.2,0.0,1,32,2,0,35,Matches,1,2,1,50.0,0.17,0.08,0.50,1.00,4.6,0,0,0,0.24,+0.5,+0.5,Matches,707,101,417,265,31,5,707,1,0,0.0,1,100.0,384,1724,735,4,4,0,3,1,422,1,Matches,7,0.58,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,586,543,41,16,0,3,0,24,0,0,0,0,508,2,5,Matches,,,,,,,,
José Luis Rodríguez Bebanz,Vasco da Gama,55,uy URU,DF,28.0,1997,5,2,205,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,32,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches,Brazil,stats_standard,2.3,114,145,78.6,1953,604,55,63,87.3,53,62,85.5,6,18,33.3,0,0.0,0.1,0.0,3,10,5,3,9,Matches,0,3,0,0.0,1.32,0.00,0.00,,21.5,0,0,0,0.02,-0.1,-0.1,Matches,164,8,32,65,67,5,164,2,1,50.0,1,50.0,89,295,129,2,3,0,2,1,114,32,Matches,6,2.63,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,145,129,16,1,0,1,14,15,0,0,0,0,114,0,3,Matches,,,,,,,,
José López,Palmeiras,272,ar ARG,FW,24.0,2000,10,6,519,5.8,2,0,2,1,1,1,2,0,3.4,2.6,0.3,2.9,12,11,26,0.35,0.00,0.35,0.17,0.17,0.59,0.04,0.64,0.45,0.50,Matches,Brazil,stats_standard,5.8,58,98,59.2,869,190,32,45,71.1,16,31,51.6,5,9,55.6,0,0.3,0.2,-0.3,5,5,3,1,11,Matches,2,20,4,20.0,3.47,0.69,0.05,0.25,17.3,0,1,1,0.13,-1.4,-1.6,Matches,191,2,15,75,103,34,190,20,7,35.0,12,60.0,86,498,290,12,3,6,20,10,120,26,Matches,9,1.56,5,0,0,0,4,0,1,0.17,0,0,0,0,1,0,Matches,98,92,5,1,0,1,5,1,0,0,0,0,58,1,2,Matches,,,,,,,,
José María Giménez,Atlético Madrid,338,uy URU,DF,29.0,1995,27,20,1999,22.2,0,1,1,0,0,0,5,0,0.4,0.4,0.2,0.7,3,64,1,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.03,0.02,0.03,Matches,Spain,stats_standard,22.2,1250,1362,91.8,25411,9603,366,388,94.3,707,738,95.8,162,214,75.7,1,0.2,0.3,+0.8,2,61,0,0,64,Matches,0,5,1,20.0,0.23,0.05,0.00,0.00,8.6,0,0,0,0.09,-0.4,-0.4,Matches,1582,272,822,735,30,11,1582,3,2,66.7,1,33.3,1006,4430,2336,3,2,0,6,3,1094,1,Matches,7,0.32,7,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,1362,1283,78,54,1,18,0,5,0,0,0,0,1250,1,4,Matches,,,,,,,,
