Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
Abel Ruiz,Girona,502,es ESP,FW,24.0,2000,23,17,1346,15.0,4,0,4,3,1,2,3,0,4.6,3.0,0.5,3.5,21,23,71,0.27,0.00,0.27,0.20,0.20,0.31,0.03,0.34,0.20,0.23,Matches,Spain,stats_standard,15.0,239,272,87.9,3608,480,139,151,92.1,83,88,94.3,15,22,68.2,0,0.5,0.7,-0.5,8,14,5,0,23,Matches,4,21,7,33.3,1.40,0.47,0.14,0.43,14.0,0,1,2,0.14,-0.6,0.0,Matches,391,11,28,188,177,59,389,20,7,35.0,10,50.0,225,1274,413,21,12,10,32,18,281,71,Matches,17,1.14,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0,Matches,272,238,33,0,1,1,4,2,0,0,0,0,239,1,5,Matches,,,,,,,,
Abiel Osorio,Defensa y Just,557,ar ARG,FW,23.0,2002,14,10,843,9.4,2,0,2,2,0,0,2,0,3.0,3.0,0.1,3.1,14,18,58,0.21,0.00,0.21,0.21,0.21,0.33,0.01,0.34,0.33,0.34,Matches,Argentina,stats_standard,9.4,116,179,64.8,1853,296,51,75,68.0,50,68,73.5,7,13,53.8,0,0.1,0.2,-0.1,3,17,6,1,18,Matches,2,26,5,19.2,2.78,0.53,0.08,0.40,15.5,0,0,0,0.12,-1.0,-1.0,Matches,306,17,24,144,140,47,306,20,9,45.0,11,55.0,155,791,306,14,8,6,31,16,211,58,Matches,10,1.09,6,0,2,0,2,0,1,0.11,0,0,1,0,0,0,Matches,179,152,24,0,0,1,5,1,0,0,0,0,116,3,3,Matches,,,,,,,,
Abner,Juventude,1,br BRA,DF,21.0,2004,6,5,495,5.5,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,3,4,1,0.00,0.18,0.18,0.00,0.18,0.02,0.03,0.05,0.02,0.05,Matches,Brazil,stats_standard,5.5,213,251,84.9,4230,1562,63,68,92.6,127,135,94.1,22,45,48.9,1,0.2,0.1,+0.8,1,5,1,0,4,Matches,0,1,0,0.0,0.18,0.00,0.00,,8.7,0,0,0,0.09,-0.1,-0.1,Matches,308,46,209,99,4,3,308,4,4,100.0,0,0.0,184,907,495,3,0,0,3,1,209,1,Matches,1,0.18,1,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches,251,242,8,3,1,1,0,0,0,0,0,0,213,1,1,Matches,,,,,,,,
Abner,Lyon,7,br BRA,DF,24.0,2000,19,12,1090,12.1,1,1,2,1,0,0,1,0,0.6,0.6,1.1,1.7,31,66,55,0.08,0.08,0.17,0.08,0.17,0.05,0.09,0.14,0.05,0.14,Matches,France,stats_standard,12.1,568,675,84.1,8355,3494,335,366,91.5,181,210,86.2,33,55,60.0,1,1.1,2.3,-0.1,11,45,11,2,66,Matches,1,7,3,42.9,0.58,0.25,0.14,0.33,17.7,0,0,0,0.08,+0.4,+0.4,Matches,791,40,207,361,225,22,791,12,6,50.0,6,50.0,426,1926,1239,31,16,5,14,8,513,55,Matches,25,2.06,21,3,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches,675,576,97,9,1,5,31,82,6,6,0,0,568,2,19,Matches,,,,,,,,
Aboubacar Bassinga,Las Palmas,74,ci CIV,MF,19.0,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,0.0,2,4,50.0,53,0,1,1,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0,Matches,,,,,,,,
Achraf Hakimi,Paris S-G,229,ma MAR,DF,25.0,1998,25,24,2066,23.0,4,6,10,4,0,0,4,0,2.9,2.9,6.2,9.1,93,183,274,0.17,0.26,0.44,0.17,0.44,0.13,0.27,0.40,0.13,0.40,Matches,France,stats_standard,23.0,1898,2140,88.7,26053,7482,1187,1266,93.8,573,644,89.0,63,96,65.6,6,6.2,5.3,-0.2,50,138,37,9,183,Matches,4,32,12,37.5,1.39,0.52,0.13,0.33,19.2,5,0,0,0.09,+1.1,+1.1,Matches,2371,40,430,980,974,81,2371,52,26,50.0,21,40.4,1384,6025,3501,93,57,21,38,15,1817,274,Matches,104,4.53,91,3,4,1,3,2,11,0.48,10,0,1,0,0,0,Matches,2140,1949,188,34,2,8,80,150,4,0,1,0,1898,3,32,Matches,,,,,,,,
Adam Armstrong,Southampton,34,eng ENG,"FW,MF",27.0,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,England,stats_standard,13.9,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,+0.8,9,10,8,2,21,Matches,2,25,7,28.0,1.80,0.50,0.08,0.29,16.6,0,0,1,0.09,-1.3,-0.3,Matches,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79,Matches,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0,Matches,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,Matches,,,,,,,,
Adam Aznou,Bayern Munich,21,ma MAR,DF,18.0,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Germany,stats_standard,0.2,13,17,76.5,178,44,9,10,90.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17,14,2,0,0,0,1,2,0,0,0,0,13,1,0,Matches,,,,,,,,
Adam Aznou,Valladolid,53,ma MAR,DF,18.0,2006,13,10,876,9.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,25,26,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,Spain,stats_standard,9.7,245,343,71.4,3660,1261,138,161,85.7,84,118,71.2,16,37,43.2,0,0.3,0.4,-0.3,6,17,4,2,25,Matches,0,4,1,25.0,0.41,0.10,0.00,0.00,17.7,0,0,0,0.07,-0.3,-0.3,Matches,508,39,191,241,89,12,508,41,19,46.3,15,36.6,219,1349,804,16,6,3,28,12,228,26,Matches,16,1.64,11,3,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,343,263,76,9,0,0,12,65,2,2,0,0,245,4,12,Matches,,,,,,,,
Adam Dźwigała,St. Pauli,110,pl POL,"DF,MF",28.0,1995,16,2,373,4.1,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.4,1,14,4,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,Germany,stats_standard,4.1,173,212,81.6,2935,1208,71,78,91.0,85,93,91.4,12,30,40.0,0,0.0,0.1,0.0,0,11,1,0,14,Matches,0,6,0,0.0,1.45,0.00,0.00,,14.6,0,0,0,0.07,-0.4,-0.4,Matches,280,30,106,138,36,6,280,2,1,50.0,1,50.0,110,363,164,1,0,0,2,2,152,4,Matches,5,1.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,212,185,26,8,1,0,3,16,0,0,0,0,173,1,5,Matches,,,,,,,,
Adam Forrester,Hearts,107,sct SCO,DF,19.0,2005,25,19,1769,19.7,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,,Scotland,stats_standard,19.7,,,,,,,,,,,,,,,1,,,,,,,,,,0,7,2,28.6,0.36,0.10,0.00,0.00,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,66,,,,,,,,,Matches,,,,,,Matches,Matches,
Adam Hložek,Hoffenheim,169,cz CZE,"FW,MF",22.0,2002,27,22,1871,20.8,8,4,12,8,0,0,2,0,5.6,5.6,3.5,9.1,54,68,102,0.38,0.19,0.58,0.38,0.58,0.27,0.17,0.44,0.27,0.44,Matches,Germany,stats_standard,20.8,348,508,68.5,5351,1301,177,240,73.8,126,168,75.0,23,42,54.8,4,3.5,3.2,+0.5,20,37,19,4,68,Matches,8,59,24,40.7,2.84,1.15,0.14,0.33,17.3,1,0,0,0.10,+2.4,+2.4,Matches,761,20,73,334,367,114,761,64,33,51.6,27,42.2,429,2621,1336,54,31,19,51,37,552,102,Matches,57,2.74,41,1,7,4,4,0,10,0.48,6,1,2,1,0,0,Matches,508,493,12,0,1,1,20,4,0,0,0,0,348,3,19,Matches,,,,,,,,
Adam Idah,Celtic,145,ie IRL,FW,23.0,2001,35,19,1705,18.9,13,0,13,12,1,1,1,0,,,,,,,,0.69,0.00,0.69,0.63,0.63,,,,,,,Scotland,stats_standard,18.9,,,,,,,,,,,,,,,0,,,,,,,,,,13,77,36,46.8,4.06,1.90,0.16,0.33,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,12,,,,,,,,,Matches,,,,,,Matches,Matches,
Adam Kayed,NAC Breda,226,ps PLE,"MF,DF",22.0,2002,16,5,466,5.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,17,8,32,0.19,0.00,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16,Matches,Netherlands,stats_standard,5.2,137,181,75.7,1816,479,87,103,84.5,38,50,76.0,3,9,33.3,0,0.2,0.5,-0.2,6,5,2,1,8,Matches,1,8,2,25.0,1.55,0.39,0.13,0.50,17.0,0,0,0,0.07,+0.4,+0.4,Matches,257,8,54,114,94,20,257,18,8,44.4,10,55.6,124,756,444,17,14,5,7,13,154,32,Matches,14,2.71,11,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches,181,168,13,0,0,1,7,13,0,0,0,0,137,0,6,Matches,,,,,,,,
Adam Lallana,Southampton,299,eng ENG,MF,36.0,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches,England,stats_standard,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,+1.1,4,21,9,3,24,Matches,0,3,0,0.0,0.75,0.00,0.00,,18.1,0,0,0,0.06,-0.2,-0.2,Matches,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10,Matches,9,2.24,8,0,0,0,1,0,2,0.50,2,0,0,0,0,0,Matches,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3,Matches,,,,,,,,
Adam Marušić,Lazio,370,me MNE,DF,31.0,1992,35,26,2337,26.0,4,0,4,4,0,0,1,0,2.0,2.0,0.6,2.6,23,84,108,0.15,0.00,0.15,0.15,0.15,0.08,0.02,0.10,0.08,0.10,Matches,Italy,stats_standard,26.0,1053,1240,84.9,16214,5156,556,603,92.2,414,479,86.4,56,109,51.4,0,0.6,0.6,-0.6,13,72,16,9,84,Matches,4,23,10,43.5,0.89,0.39,0.17,0.40,15.4,0,0,0,0.09,+2.0,+2.0,Matches,1433,76,410,697,341,31,1433,23,10,43.5,12,52.2,683,2521,1263,23,27,0,12,13,926,108,Matches,33,1.27,25,2,0,5,0,1,3,0.12,1,0,0,2,0,0,Matches,1240,1044,195,26,0,3,54,169,0,0,0,0,1053,1,15,Matches,,,,,,,,
Adam Masina,Torino,371,ma MAR,DF,30.0,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1.0,15,73,10,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05,Matches,Italy,stats_standard,21.3,1066,1267,84.1,19972,7055,392,428,91.6,559,630,88.7,106,185,57.3,2,0.3,0.7,+1.7,4,72,6,2,73,Matches,1,8,2,25.0,0.38,0.09,0.13,0.50,14.6,0,0,0,0.09,+0.3,+0.3,Matches,1502,187,660,768,80,12,1502,12,6,50.0,6,50.0,853,3907,2121,15,9,1,12,8,971,10,Matches,21,0.98,17,0,2,0,1,1,4,0.19,2,0,1,0,1,0,Matches,1267,1198,66,27,1,8,14,25,0,0,0,0,1066,3,4,Matches,,,,,,,,
Adam Obert,Cagliari,415,sk SVK,DF,21.0,2002,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,50,19,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11,Matches,Italy,stats_standard,12.0,413,537,76.9,6894,2626,200,226,88.5,178,209,85.2,28,67,41.8,1,0.4,0.2,+0.6,10,36,4,1,50,Matches,1,9,2,22.2,0.75,0.17,0.11,0.50,12.0,0,0,0,0.11,+0.1,+0.1,Matches,710,67,309,312,105,13,710,14,5,35.7,9,64.3,298,1488,797,12,9,0,26,7,330,19,Matches,25,2.09,19,3,0,2,1,0,4,0.33,4,0,0,0,0,0,Matches,537,430,104,12,0,3,11,92,0,0,0,0,413,3,17,Matches,,,,,,,,
Adam Smith,Bournemouth,479,eng ENG,DF,33.0,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,England,stats_standard,17.7,514,679,75.7,8452,2723,244,275,88.7,222,279,79.6,32,89,36.0,0,0.4,0.7,-0.4,8,49,10,5,49,Matches,0,3,0,0.0,0.17,0.00,0.00,,16.9,0,0,0,0.22,-0.7,-0.7,Matches,825,41,240,394,197,8,825,16,6,37.5,7,43.8,366,1552,711,15,18,1,13,7,403,34,Matches,23,1.30,17,1,1,0,3,1,2,0.11,1,0,0,0,1,0,Matches,679,550,128,9,1,2,33,119,0,0,0,0,514,1,15,Matches,,,,,,,,
Adam Webster,Brighton,549,eng ENG,DF,29.0,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,England,stats_standard,9.9,636,725,87.7,11765,4541,242,257,94.2,333,354,94.1,53,97,54.6,0,0.5,0.3,-0.5,3,64,2,0,63,Matches,0,5,1,20.0,0.51,0.10,0.00,0.00,10.8,0,0,0,0.05,-0.2,-0.2,Matches,824,119,389,399,43,15,824,3,1,33.3,2,66.7,476,2600,1475,8,6,0,5,1,552,2,Matches,14,1.42,10,2,0,2,0,0,4,0.41,2,1,0,1,0,0,Matches,725,650,73,30,0,3,2,0,0,0,0,0,636,2,5,Matches,,,,,,,,
Adam Wharton,Crystal Palace,553,eng ENG,MF,20.0,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.00,0.14,0.14,0.00,0.14,0.03,0.21,0.23,0.03,0.23,Matches,England,stats_standard,14.6,548,725,75.6,10271,3780,208,252,82.5,258,322,80.1,70,107,65.4,2,3.0,2.2,-1.0,26,78,18,5,107,Matches,0,13,5,38.5,0.89,0.34,0.00,0.00,25.4,0,0,0,0.03,-0.4,-0.4,Matches,872,30,204,463,212,11,872,10,2,20.0,8,80.0,430,2014,1078,14,23,2,17,13,533,11,Matches,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0,Matches,725,678,40,14,5,1,39,0,26,19,1,0,548,7,12,Matches,,,,,,,,
Adama Boiro,Athletic Club,94,es ESP,"DF,FW",22.0,2002,18,13,1101,12.2,0,0,0,0,0,0,3,0,0.3,0.3,0.5,0.7,25,46,36,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,Spain,stats_standard,12.2,401,502,79.9,6196,1937,216,239,90.4,170,216,78.7,11,29,37.9,0,0.5,0.6,-0.5,5,44,8,4,46,Matches,0,5,0,0.0,0.41,0.00,0.00,,14.4,0,0,0,0.05,-0.3,-0.3,Matches,627,25,158,309,165,14,627,26,8,30.8,16,61.5,288,1675,890,25,21,5,23,15,332,36,Matches,16,1.31,12,1,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches,502,397,105,6,0,0,31,99,0,0,0,0,401,0,10,Matches,,,,,,,,
Adama Sidibeh,St Johnstone,306,gm GAM,FW,26.0,1998,31,21,1975,21.9,3,2,5,3,0,0,5,1,,,,,,,,0.14,0.09,0.23,0.14,0.23,,,,,,,Scotland,stats_standard,21.9,,,,,,,,,,,,,,,2,,,,,,,,,,3,78,18,23.1,3.55,0.82,0.04,0.17,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,26,,,,,,,,,Matches,,,,,,Matches,Matches,
Adama Traoré,Fulham,519,es ESP,"FW,MF",28.0,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.10,0.36,0.46,0.10,0.46,0.20,0.25,0.45,0.20,0.45,Matches,England,stats_standard,19.7,424,587,72.2,6645,1683,236,286,82.5,143,194,73.7,30,54,55.6,7,4.9,4.5,+2.1,42,36,38,22,68,Matches,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,0,0,0.10,-2.0,-2.0,Matches,801,4,83,285,455,91,801,97,48,49.5,36,37.1,538,4631,2486,100,45,33,37,25,607,161,Matches,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0,Matches,587,584,1,0,6,2,100,1,0,0,0,0,424,2,19,Matches,,,,,,,,
Adamo Nagalo,PSV Eindhoven,326,bf BFA,DF,21.0,2002,6,1,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,20,2,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,Netherlands,stats_standard,1.9,160,168,95.2,2913,1256,57,59,96.6,92,93,98.9,8,13,61.5,0,0.1,0.2,-0.1,1,23,2,0,20,Matches,0,1,0,0.0,0.54,0.00,0.00,,6.1,0,0,0,0.04,0.0,0.0,Matches,193,12,67,119,8,2,193,0,0,,0,,131,653,275,1,0,0,1,0,134,2,Matches,2,1.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,168,162,6,3,1,2,0,2,0,0,0,0,160,0,0,Matches,,,,,,,,
Ademir Santos,Bahia,464,br BRA,FW,30.0,1995,9,7,530,5.9,0,0,0,0,0,0,2,0,1.0,1.0,0.9,1.8,25,20,70,0.00,0.00,0.00,0.00,0.00,0.17,0.15,0.31,0.17,0.31,Matches,Brazil,stats_standard,5.9,135,185,73.0,2111,604,75,90,83.3,43,58,74.1,11,24,45.8,0,0.9,1.0,-0.9,5,6,11,6,20,Matches,0,7,1,14.3,1.19,0.17,0.00,0.00,17.5,0,0,0,0.14,-1.0,-1.0,Matches,262,1,25,76,165,19,262,29,9,31.0,16,55.2,161,1056,602,25,15,4,14,8,187,70,Matches,19,3.23,11,0,3,0,5,0,0,0.00,0,0,0,0,0,0,Matches,185,167,17,5,0,2,33,6,6,3,2,0,135,1,6,Matches,,,,,,,,
Ademola Lookman,Atalanta,331,ng NGA,"MF,FW",26.0,1997,31,28,2247,25.0,15,5,20,14,1,1,4,0,10.3,9.5,7.1,16.7,142,73,316,0.60,0.20,0.80,0.56,0.76,0.41,0.29,0.70,0.38,0.67,Matches,Italy,stats_standard,25.0,684,944,72.5,9662,2659,436,502,86.9,178,256,69.5,42,96,43.8,5,7.1,7.9,-2.1,61,29,43,13,73,Matches,15,81,32,39.5,3.24,1.28,0.17,0.44,14.7,0,1,1,0.12,+4.7,+4.5,Matches,1274,1,68,400,824,199,1273,104,37,35.6,64,61.5,827,5454,3170,142,70,81,72,51,974,316,Matches,135,5.41,75,25,17,15,2,1,15,0.60,10,0,3,1,1,0,Matches,944,842,97,4,3,1,124,9,84,39,23,1,684,5,35,Matches,,,,,,,,
Aderlan Santos,AVS Futebol,481,br BRA,DF,35.0,1989,10,8,598,6.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Portugal,stats_standard,6.6,152,189,80.4,3206,1081,33,41,80.5,99,106,93.4,17,35,48.6,0,0.0,0.0,0.0,0,2,1,0,4,Matches,0,1,0,0.0,0.15,0.00,0.00,,74.3,0,0,0,0.01,0.0,0.0,Matches,292,87,200,91,2,1,292,0,0,,0,,113,367,118,0,0,0,4,0,128,2,Matches,2,0.30,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,189,177,12,10,0,0,0,1,0,0,0,0,152,0,4,Matches,,,,,,,,
Aderlan Santos,Rio Ave,482,br BRA,DF,35.0,1989,18,18,1580,17.6,0,0,0,0,0,0,3,0,1.1,1.1,0.0,1.1,3,23,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,Portugal,stats_standard,17.6,778,892,87.2,15642,5237,200,225,88.9,486,523,92.9,79,120,65.8,0,0.0,0.2,0.0,0,17,3,0,23,Matches,0,12,2,16.7,0.68,0.11,0.00,0.00,11.5,0,0,0,0.09,-1.1,-1.1,Matches,1131,192,701,417,20,13,1131,2,2,100.0,0,0.0,544,2029,863,3,1,0,4,0,658,1,Matches,9,0.51,5,0,0,3,0,1,3,0.17,0,0,0,3,0,0,Matches,892,844,41,39,0,3,0,1,0,0,0,0,778,7,1,Matches,,,,,,,,
Aderlan Silva,Santos,478,br BRA,DF,34.0,1990,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,2,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,Brazil,stats_standard,1.0,37,50,74.0,664,317,14,18,77.8,19,22,86.4,3,6,50.0,0,0.1,0.1,-0.1,2,4,1,0,6,Matches,0,1,0,0.0,1.03,0.00,0.00,,33.6,0,0,0,0.01,0.0,0.0,Matches,56,1,18,22,16,2,56,0,0,,0,,32,166,120,1,2,0,0,0,35,2,Matches,2,2.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,50,42,7,0,0,0,2,7,0,0,0,0,37,1,4,Matches,,,,,,,,
Adi Nalic,Almere City,327,ba BIH,"MF,FW",26.0,1997,22,7,695,7.7,1,0,1,1,0,0,2,0,1.0,1.0,0.3,1.3,16,27,44,0.13,0.00,0.13,0.13,0.13,0.13,0.04,0.17,0.13,0.17,Matches,Netherlands,stats_standard,7.7,158,229,69.0,2610,636,77,102,75.5,64,76,84.2,15,29,51.7,0,0.3,0.4,-0.3,5,18,3,1,27,Matches,1,15,4,26.7,1.94,0.52,0.07,0.25,18.5,0,0,0,0.07,0.0,0.0,Matches,347,6,55,165,131,19,347,28,17,60.7,11,39.3,206,1228,494,16,13,2,34,15,223,44,Matches,14,1.81,9,0,4,0,0,1,0,0.00,0,0,0,0,0,0,Matches,229,220,8,0,0,0,16,1,3,1,1,0,158,1,10,Matches,,,,,,,,
Adnan Januzaj,Las Palmas,274,be BEL,"MF,FW",29.0,1995,18,5,598,6.6,2,1,3,2,0,0,5,0,0.8,0.8,1.1,1.9,24,41,58,0.30,0.15,0.45,0.30,0.45,0.13,0.16,0.29,0.13,0.29,Matches,Spain,stats_standard,6.6,242,350,69.1,4610,1469,100,114,87.7,103,133,77.4,34,79,43.0,1,1.1,1.6,-0.1,17,28,14,4,41,Matches,2,16,5,31.3,2.41,0.75,0.13,0.40,23.6,4,0,0,0.05,+1.2,+1.2,Matches,459,5,31,218,216,15,459,38,14,36.8,22,57.9,262,1780,781,24,14,5,31,9,319,58,Matches,37,5.57,20,9,0,3,5,0,5,0.75,2,0,0,2,1,0,Matches,350,288,61,13,8,8,65,11,30,15,6,1,242,1,19,Matches,,,,,,,,
